,Unnamed: 0,Student,GENDER_CD,CLASS_YR,Fall_2011,Freshman,meal_plan,index
998,998,109656,F,2014,New Orleans,Detroit,19MF,998
999,999,147681,M,2014,Providence,Nashville,19MF,999
1000,1000,204636,F,2014,Madison,Fargo,19MF,1000
1001,1001,55293,M,2014,Madison,Fargo,19MF,1001
1002,1002,68668,F,2014,Madison,Topeka,19MF,1002
1003,1003,200739,F,2014,Tulsa,Nashville,14MF,1003
1004,1004,184579,M,2014,Hartford,Fargo,14MF,1004
1005,1005,176732,F,2014,Seattle,Fargo,14MF,1005
1006,1006,122768,F,2014,Dayton,Newark,19MF,1006
1007,1007,204192,F,2014,Pittsburgh,Indianapolis,19MF,1007
1008,1008,91076,F,2014,Madison,Fargo,19MF,1008
1009,1009,199343,F,2014,Chicago,Nashville,19MF,1009
1010,1010,168099,M,2014,Madison,Fargo,19MF,1010
1011,1011,192449,F,2014,Madison,Fargo,21MF,1011
1012,1012,62429,M,2014,Providence,Topeka,19MF,1012
1013,1013,178,M,2014,Providence,Indianapolis,14MF,1013
1014,1014,75762,F,2014,Baltimore,Indianapolis,19MF,1014
1015,1015,139280,M,2014,Providence,Indianapolis,19MF,1015
1016,1016,26463,F,2014,Dallas,Indianapolis,19MF,1016
1017,1017,97324,F,2014,Madison,Newark,19MF,1017
1018,1018,33572,F,2014,New York,Newark,19MF,1018
1019,1019,93423,F,2014,Pittsburgh,Indianapolis,14MF,1019
1020,1020,16634,M,2014,Pittsburgh,Indianapolis,19MF,1020
1021,1021,76714,M,2014,Providence,Charleston,19MF,1021
1022,1022,187825,M,2014,Providence,Scranton,19MF,1022
1023,1023,156944,M,2014,Dayton,Charleston,19MF,1023
1024,1024,164783,M,2014,Providence,Newark,19MF,1024
1025,1025,80872,M,2014,Portland,Indianapolis,19MF,1025
1026,1026,28487,F,2014,Atlanta,Charleston,19MF,1026
1027,1027,147076,M,2014,Chicago,Indianapolis,19MF,1027
1028,1028,56154,M,2014,Pittsburgh,Indianapolis,19MF,1028
1029,1029,68769,M,2014,Hartford,Indianapolis,19MF,1029
1030,1030,24988,M,2014,Providence,Detroit,19MF,1030
1031,1031,19024,M,2014,Providence,Detroit,19MF,1031
1032,1032,134452,F,2014,Providence,Detroit,14MF,1032
1033,1033,204797,F,2014,Chicago,Nashville,19MF,1033
1034,1034,111127,M,2014,St. Louis,Newark,19MF,1034
1035,1035,120722,F,2014,Madison,Newark,19MF,1035
1036,1036,1306,F,2014,Providence,Nashville,19MF,1036
1037,1037,191404,M,2014,Pittsburgh,Indianapolis,19MF,1037
1038,1038,158771,M,2014,New Orleans,Charleston,14MF,1038
1039,1039,138238,M,2014,Baltimore,Topeka,19MF,1039
1040,1040,174044,M,2014,Hartford,Detroit,19MF,1040
1041,1041,124013,F,2014,Providence,Detroit,19MF,1041
1042,1042,4885,M,2014,Madison,Fargo,19MF,1042
1043,1043,214029,M,2014,St. Paul,Topeka,19MF,1043
1044,1044,93060,F,2014,Los Angeles,Topeka,19MF,1044
1045,1045,74856,F,2014,Detroit,Topeka,19MF,1045
1046,1046,8758,F,2014,Tulsa,Nashville,19MF,1046
1047,1047,70749,F,2014,Seattle,Fargo,19MF,1047
1048,1048,118181,F,2014,Hartford,Scranton,19MF,1048
1049,1049,51328,M,2014,Dayton,Indianapolis,19MF,1049
1050,1050,171987,M,2014,Pittsburgh,Indianapolis,19MF,1050
1051,1051,104954,F,2014,Providence,Nashville,19MF,1051
1052,1052,25932,F,2014,Providence,Topeka,19MF,1052
1053,1053,96648,M,2014,Chicago,Nashville,19MF,1053
1054,1054,64212,F,2014,Madison,Topeka,19MF,1054
1055,1055,38868,F,2014,Seattle,Fargo,19MF,1055
1056,1056,83144,F,2014,New Orleans,Topeka,19MF,1056
1057,1057,177818,M,2014,Madison,Fargo,14MF,1057
1058,1058,206934,F,2014,Atlanta,Charleston,19MF,1058
1059,1059,166822,F,2014,St. Louis,Detroit,19MF,1059
1060,1060,127604,F,2014,Chicago,Nashville,19MF,1060
1061,1061,23959,M,2014,Tulsa,Topeka,19MF,1061
1062,1062,96463,F,2014,Tulsa,Charleston,19MF,1062
1063,1063,52143,F,2014,Tulsa,Scranton,19MF,1063
1064,1064,31832,M,2014,Tulsa,Charleston,19MF,1064
1065,1065,11523,F,2014,Tulsa,Nashville,19MF,1065
1066,1066,582,F,2014,Portland,Newark,19MF,1066
1067,1067,107087,M,2014,Providence,Scranton,19MF,1067
1068,1068,5687,M,2014,Providence,Scranton,19MF,1068
1069,1069,203725,F,2014,Dayton,Charleston,14MF,1069
1070,1070,82493,F,2014,Madison,Fargo,19MF,1070
1071,1071,200940,M,2014,Madison,Charleston,19MF,1071
1072,1072,189167,F,2014,Seattle,Fargo,19MF,1072
1073,1073,128678,F,2014,St. Louis,Detroit,19MF,1073
1074,1074,176875,F,2014,Chicago,Nashville,19MF,1074
1075,1075,28147,M,2014,Hartford,Newark,19MF,1075
1076,1076,34975,M,2014,Chicago,Nashville,19MF,1076
1077,1077,161508,F,2014,Seattle,Fargo,14MF,1077
1078,1078,25754,M,2014,Chicago,Topeka,19MF,1078
1079,1079,61358,M,2014,Portland,Indianapolis,19MF,1079
1080,1080,13148,F,2014,Providence,Topeka,19MF,1080
1081,1081,212232,M,2014,Providence,Nashville,19MF,1081
1082,1082,97315,M,2014,St. Louis,St. Louis,19MF,1082
1083,1083,47111,M,2014,Madison,Topeka,19MF,1083
1084,1084,8321,F,2014,Providence,Fargo,19MF,1084
1085,1085,181636,M,2014,Providence,Topeka,19MF,1085
1086,1086,31664,F,2014,Baltimore,Indianapolis,10MF,1086
1087,1087,183204,F,2014,Portland,Detroit,19MF,1087
1088,1088,147342,F,2014,Chicago,Nashville,19MF,1088
1089,1089,92291,M,2014,Hartford,Scranton,19MF,1089
1090,1090,46180,F,2014,Portland,Nashville,19MF,1090
1091,1091,59046,M,2014,Atlanta,Charleston,19MF,1091
1092,1092,93635,F,2014,Tulsa,Scranton,19MF,1092
1093,1093,186260,M,2014,Pittsburgh,Indianapolis,19MF,1093
1094,1094,1434,M,2014,Providence,Charleston,19MF,1094
1095,1095,15159,F,2014,Madison,Scranton,19MF,1095
1096,1096,87294,F,2014,Pittsburgh,Indianapolis,19MF,1096
1097,1097,190863,F,2014,Tulsa,Fargo,19MF,1097
1098,1098,41096,F,2014,Atlanta,Charleston,19MF,1098
1099,1099,107014,M,2014,Seattle,Fargo,19MF,1099
1100,1100,111270,F,2014,St. Louis,Indianapolis,19MF,1100
1101,1101,38984,M,2014,Providence,Charleston,14MF,1101
1102,1102,147951,F,2014,Tulsa,Scranton,14MF,1102
1103,1103,44482,F,2014,Madison,Scranton,19MF,1103
1104,1104,98290,M,2014,Madison,Charleston,14MF,1104
1105,1105,214656,M,2014,Madison,Fargo,19MF,1105
1106,1106,31451,M,2014,Birmingham,Nashville,19MF,1106
1107,1107,26646,M,2014,Madison,Nashville,19MF,1107
1108,1108,85243,F,2014,Atlanta,Charleston,19MF,1108
1109,1109,214288,F,2014,Madison,Newark,14MF,1109
1110,1110,158482,F,2014,New Orleans,Topeka,9MF,1110
1111,1111,98097,F,2014,Madison,Fargo,19MF,1111
1112,1112,148317,F,2014,Hartford,Nashville,19MF,1112
1113,1113,70062,F,2014,Hartford,Indianapolis,14MF,1113
1114,1114,141631,F,2014,Dayton,Detroit,19MF,1114
1115,1115,128067,F,2014,Tulsa,Indianapolis,14MF,1115
1116,1116,16479,F,2014,Hartford,Scranton,19MF,1116
1117,1117,197514,M,2014,Baltimore,Nashville,19MF,1117
1118,1118,146227,M,2014,Atlanta,Charleston,19MF,1118
1119,1119,136028,M,2014,New Orleans,Charleston,14MF,1119
1120,1120,158887,M,2014,Scranton,Indianapolis,19MF,1120
1121,1121,31316,F,2014,Atlanta,Charleston,19MF,1121
1122,1122,39384,F,2014,Tulsa,Indianapolis,10MF,1122
1123,1123,67846,M,2014,Providence,Newark,19MF,1123
1124,1124,180704,M,2014,Los Angeles,Newark,19MF,1124
1125,1125,16978,F,2014,Seattle,Fargo,19MF,1125
1126,1126,99613,F,2014,Madison,Fargo,14MF,1126
1127,1127,192455,M,2014,Providence,Charleston,14MF,1127
1128,1128,93117,M,2014,Detroit,Indianapolis,19MF,1128
1129,1129,49485,F,2014,Indianapolis,Nashville,19MF,1129
1130,1130,103641,F,2014,Baltimore,Nashville,19MF,1130
1131,1131,139761,M,2014,Hartford,Scranton,19MF,1131
1132,1132,44891,M,2014,Madison,Charleston,19MF,1132
1133,1133,199036,F,2014,St. Paul,Topeka,19MF,1133
1134,1134,1526,M,2014,Hartford,Scranton,19MF,1134
1135,1135,13482,F,2014,Dayton,Newark,14MF,1135
1136,1136,134057,F,2014,Portland,Scranton,14MF,1136
1137,1137,198843,M,2014,Dayton,Indianapolis,19MF,1137
1138,1138,214242,F,2014,Pittsburgh,Detroit,14MF,1138
1139,1139,33944,M,2014,Seattle,Fargo,14MF,1139
1140,1140,208617,M,2014,Portland,Topeka,19MF,1140
1141,1141,64978,M,2014,Baltimore,Newark,19MF,1141
1142,1142,94439,F,2014,St. Louis,Detroit,19MF,1142
1143,1143,191014,F,2014,Tulsa,Nashville,19MF,1143
1144,1144,19117,M,2015,Fargo,Fargo,19MF,1144
1145,1145,67689,F,2015,Nashville,Nashville,19MF,1145
1146,1146,207472,M,2015,Nashville,Nashville,19MF,1146
1147,1147,47138,M,2015,Nashville,Nashville,19MF,1147
1148,1148,31945,F,2015,Scranton,Scranton,19MF,1148
1149,1149,177888,M,2015,Detroit,Detroit,19MF,1149
1150,1150,146744,M,2015,Topeka,Topeka,19MF,1150
1151,1151,79888,M,2015,Charleston,Charleston,19MF,1151
1152,1152,188862,F,2015,Fargo,Fargo,19MF,1152
1153,1153,207286,F,2015,Fargo,Fargo,19MF,1153
1154,1154,196130,M,2015,Indianapolis,Indianapolis,19MF,1154
1155,1155,141801,M,2015,Topeka,Topeka,19MF,1155
1156,1156,41034,M,2015,Newark,Newark,19MF,1156
1157,1157,122927,F,2015,Charleston,Charleston,19MF,1157
1158,1158,74724,M,2015,Topeka,Topeka,19MF,1158
1159,1159,30129,F,2015,Newark,Newark,19MF,1159
1160,1160,43234,F,2015,Fargo,Fargo,19MF,1160
1161,1161,150756,F,2015,Scranton,Scranton,19MF,1161
1162,1162,81739,F,2015,Nashville,Nashville,19MF,1162
1163,1163,106268,F,2015,Newark,Newark,19MF,1163
1164,1164,152269,M,2015,Scranton,Scranton,19MF,1164
1165,1165,144030,F,2015,Fargo,Fargo,19MF,1165
1166,1166,44814,F,2015,Nashville,Nashville,19MF,1166
1167,1167,18961,F,2015,Charleston,Charleston,19MF,1167
1168,1168,211187,M,2015,Fargo,Fargo,19MF,1168
1169,1169,172173,F,2015,Detroit,Detroit,19MF,1169
1170,1170,39467,F,2015,Topeka,Topeka,19MF,1170
1171,1171,122639,M,2015,Topeka,Topeka,19MF,1171
1172,1172,124407,F,2015,Indianapolis,Indianapolis,19MF,1172
1173,1173,171543,M,2015,Detroit,Detroit,19MF,1173
1174,1174,38062,M,2015,Nashville,Nashville,19MF,1174
1175,1175,97506,F,2015,Indianapolis,Indianapolis,19MF,1175
1176,1176,23853,F,2015,Newark,Newark,19MF,1176
1177,1177,148733,F,2015,Scranton,Scranton,19MF,1177
1178,1178,96242,M,2015,Charleston,Charleston,19MF,1178
1179,1179,80785,M,2015,Nashville,Nashville,19MF,1179
1180,1180,105359,M,2015,Fargo,Fargo,19MF,1180
1181,1181,134900,F,2015,Detroit,Detroit,19MF,1181
1182,1182,118391,F,2015,Topeka,Topeka,19MF,1182
1183,1183,49755,F,2015,Detroit,Detroit,19MF,1183
1184,1184,113793,M,2015,Detroit,Detroit,19MF,1184
1185,1185,171630,F,2015,Nashville,Nashville,19MF,1185
1186,1186,19554,F,2015,Newark,Newark,19MF,1186
1187,1187,113610,M,2015,Indianapolis,Indianapolis,19MF,1187
1188,1188,94755,F,2015,Scranton,Scranton,19MF,1188
1189,1189,108502,F,2015,Indianapolis,Indianapolis,19MF,1189
1190,1190,166414,M,2015,Topeka,Topeka,19MF,1190
1191,1191,146997,F,2015,Fargo,Fargo,19MF,1191
1192,1192,66935,M,2015,Fargo,Fargo,19MF,1192
1193,1193,195457,F,2015,Charleston,Charleston,19MF,1193
1194,1194,166383,M,2015,Scranton,Scranton,19MF,1194
1195,1195,172329,M,2015,Indianapolis,Indianapolis,19MF,1195
1196,1196,158021,M,2015,Indianapolis,Indianapolis,19MF,1196
1197,1197,99395,F,2015,Fargo,Fargo,19MF,1197
1198,1198,189566,F,2015,Charleston,Charleston,19MF,1198
1199,1199,71968,M,2015,Indianapolis,Indianapolis,19MF,1199
1200,1200,107907,M,2015,Newark,Newark,19MF,1200
1201,1201,144128,M,2015,Topeka,Topeka,19MF,1201
1202,1202,178604,M,2015,Newark,Newark,19MF,1202
1203,1203,179931,F,2015,Fargo,Fargo,19MF,1203
1204,1204,5011,F,2015,Scranton,Scranton,19MF,1204
1205,1205,20060,F,2015,Scranton,Scranton,19MF,1205
1206,1206,82683,M,2015,Nashville,Nashville,19MF,1206
1207,1207,149689,M,2015,Scranton,Scranton,19MF,1207
1208,1208,33960,F,2015,Charleston,Charleston,19MF,1208
1209,1209,190232,M,2015,Scranton,Scranton,19MF,1209
1210,1210,95500,M,2015,Fargo,Fargo,19MF,1210
1211,1211,146420,M,2015,Nashville,Nashville,19MF,1211
1212,1212,74127,M,2015,Charleston,Charleston,19MF,1212
1213,1213,132627,M,2015,Charleston,Charleston,19MF,1213
1214,1214,168126,F,2015,Newark,Newark,19MF,1214
1215,1215,168222,M,2015,Newark,Newark,19MF,1215
1216,1216,182850,M,2015,Indianapolis,Indianapolis,19MF,1216
1217,1217,184656,F,2015,Newark,Newark,19MF,1217
1218,1218,135940,F,2015,Nashville,Nashville,19MF,1218
1219,1219,31018,M,2015,Charleston,Charleston,19MF,1219
1220,1220,70402,M,2015,Scranton,Scranton,19MF,1220
1221,1221,110190,F,2015,Fargo,Fargo,19MF,1221
1222,1222,140754,M,2015,Charleston,Charleston,19MF,1222
1223,1223,136564,F,2015,Detroit,Detroit,19MF,1223
1224,1224,25737,M,2015,Newark,Newark,19MF,1224
1225,1225,193007,M,2015,Charleston,Charleston,19MF,1225
1226,1226,55096,F,2015,Charleston,Charleston,19MF,1226
1227,1227,16778,M,2015,Scranton,Scranton,19MF,1227
1228,1228,136220,M,2015,Scranton,Scranton,19MF,1228
1229,1229,178695,F,2015,Indianapolis,Indianapolis,19MF,1229
1230,1230,1846,F,2015,Scranton,Scranton,19MF,1230
1231,1231,110514,M,2015,Indianapolis,Indianapolis,19MF,1231
1232,1232,194326,M,2015,Fargo,Fargo,19MF,1232
1233,1233,129134,F,2015,Charleston,Charleston,19MF,1233
1234,1234,48822,M,2015,Newark,Newark,19MF,1234
1235,1235,212564,M,2015,Detroit,Detroit,19MF,1235
1236,1236,80874,F,2015,Fargo,Fargo,19MF,1236
1237,1237,24584,F,2015,Charleston,Charleston,19MF,1237
1238,1238,161812,F,2015,Nashville,Nashville,19MF,1238
1239,1239,164135,M,2015,Nashville,Nashville,19MF,1239
1240,1240,175509,F,2015,Topeka,Topeka,19MF,1240
1241,1241,170687,F,2015,Nashville,Nashville,19MF,1241
1242,1242,120898,F,2015,Topeka,Topeka,19MF,1242
1243,1243,181658,M,2015,Fargo,Fargo,19MF,1243
1244,1244,138798,M,2015,Detroit,Detroit,19MF,1244
1245,1245,147046,F,2015,Nashville,Nashville,19MF,1245
1246,1246,127693,M,2015,Fargo,Fargo,19MF,1246
1247,1247,143014,F,2015,Newark,Newark,19MF,1247
1248,1248,92387,F,2015,Charleston,Charleston,19MF,1248
1249,1249,147579,M,2015,Indianapolis,Indianapolis,19MF,1249
1250,1250,59504,M,2015,Topeka,Topeka,19MF,1250
1251,1251,134723,F,2015,Detroit,Detroit,19MF,1251
1252,1252,55684,F,2015,Topeka,Topeka,19MF,1252
1253,1253,91786,F,2015,Detroit,Detroit,19MF,1253
1254,1254,94196,F,2015,Indianapolis,Indianapolis,19MF,1254
1255,1255,90672,F,2015,Nashville,Nashville,19MF,1255
1256,1256,66968,M,2015,Indianapolis,Indianapolis,19MF,1256
1257,1257,192107,M,2015,Indianapolis,Indianapolis,19MF,1257
1258,1258,21149,M,2015,Topeka,Topeka,19MF,1258
1259,1259,23938,F,2015,Nashville,Nashville,19MF,1259
1260,1260,96825,M,2015,Topeka,Topeka,19MF,1260
1261,1261,201024,F,2015,Scranton,Scranton,19MF,1261
1262,1262,132102,F,2015,Detroit,Detroit,19MF,1262
1263,1263,83753,F,2015,Detroit,Detroit,19MF,1263
1264,1264,118813,M,2015,Fargo,Fargo,19MF,1264
1265,1265,73733,M,2015,Indianapolis,Indianapolis,19MF,1265
1266,1266,137692,M,2015,Nashville,Nashville,19MF,1266
1267,1267,9342,M,2015,Topeka,Topeka,19MF,1267
1268,1268,77059,F,2015,Indianapolis,Indianapolis,19MF,1268
1269,1269,423,F,2015,Newark,Newark,19MF,1269
1270,1270,12382,M,2015,Topeka,Topeka,19MF,1270
1271,1271,68867,M,2015,Topeka,Topeka,19MF,1271
1272,1272,68818,F,2015,Indianapolis,Indianapolis,19MF,1272
1273,1273,204482,M,2015,Charleston,Charleston,19MF,1273
1274,1274,201628,F,2015,Charleston,Charleston,19MF,1274
1275,1275,153941,F,2015,Detroit,Detroit,19MF,1275
1276,1276,65310,F,2015,Scranton,Scranton,19MF,1276
1277,1277,124564,F,2015,Detroit,Detroit,19MF,1277
1278,1278,81114,F,2015,Newark,Newark,19MF,1278
1279,1279,49963,M,2015,Fargo,Fargo,19MF,1279
1280,1280,81276,M,2015,Fargo,Fargo,19MF,1280
1281,1281,163704,F,2015,Indianapolis,Indianapolis,19MF,1281
1282,1282,188987,M,2015,Scranton,Scranton,19MF,1282
1283,1283,155198,M,2015,Detroit,Detroit,19MF,1283
1284,1284,40919,M,2015,Indianapolis,Indianapolis,19MF,1284
1285,1285,17527,F,2015,Scranton,Scranton,19MF,1285
1286,1286,143925,M,2015,Nashville,Nashville,19MF,1286
1287,1287,74230,F,2015,Indianapolis,Indianapolis,19MF,1287
1288,1288,109770,M,2015,Indianapolis,Indianapolis,19MF,1288
1289,1289,105514,F,2015,Indianapolis,Indianapolis,19MF,1289
1290,1290,72669,F,2015,Fargo,Fargo,19MF,1290
1291,1291,87145,M,2015,Indianapolis,Indianapolis,19MF,1291
1292,1292,65683,M,2015,Scranton,Scranton,19MF,1292
1293,1293,103835,M,2015,Nashville,Nashville,19MF,1293
1294,1294,97759,F,2015,Detroit,Detroit,19MF,1294
1295,1295,177753,F,2015,Indianapolis,Indianapolis,19MF,1295
1296,1296,131801,M,2015,Newark,Newark,19MF,1296
1297,1297,4619,F,2015,Detroit,Detroit,19MF,1297
1298,1298,195934,F,2015,Nashville,Nashville,19MF,1298
1299,1299,213361,F,2015,Detroit,Detroit,19MF,1299
1300,1300,200927,M,2015,Nashville,Nashville,19MF,1300
1301,1301,176102,F,2015,Topeka,Topeka,19MF,1301
1302,1302,105940,M,2015,Detroit,Detroit,19MF,1302
1303,1303,11660,F,2015,Nashville,Nashville,19MF,1303
1304,1304,137695,M,2015,Newark,Newark,19MF,1304
1305,1305,40684,F,2015,Topeka,Topeka,19MF,1305
1306,1306,110002,F,2015,Topeka,Topeka,19MF,1306
1307,1307,12089,M,2015,Fargo,Fargo,19MF,1307
1308,1308,122469,M,2015,Indianapolis,Indianapolis,19MF,1308
1309,1309,56148,M,2015,Indianapolis,Indianapolis,19MF,1309
1310,1310,132131,F,2015,Newark,Newark,19MF,1310
1311,1311,85005,F,2015,Detroit,Detroit,19MF,1311
1312,1312,172761,F,2015,Charleston,Charleston,19MF,1312
1313,1313,55171,F,2015,Topeka,Topeka,19MF,1313
1314,1314,72490,F,2015,Charleston,Charleston,19MF,1314
1315,1315,90700,M,2015,Charleston,Charleston,19MF,1315
1316,1316,87864,F,2015,Detroit,Detroit,19MF,1316
1317,1317,103058,F,2015,Nashville,Nashville,19MF,1317
1318,1318,105292,M,2015,Charleston,Charleston,19MF,1318
1319,1319,156479,M,2015,Topeka,Topeka,19MF,1319
1320,1320,10847,M,2015,Topeka,Topeka,19MF,1320
1321,1321,77054,M,2015,Newark,Newark,19MF,1321
1322,1322,23166,F,2015,Newark,Newark,19MF,1322
1323,1323,125263,M,2015,Newark,Newark,19MF,1323
1324,1324,112552,M,2015,Newark,Newark,19MF,1324
1325,1325,182131,F,2015,Topeka,Topeka,19MF,1325
1326,1326,77119,F,2015,Fargo,Fargo,19MF,1326
1327,1327,7244,M,2015,Scranton,Scranton,19MF,1327
1328,1328,196223,F,2015,Indianapolis,Indianapolis,19MF,1328
1329,1329,85705,M,2015,Indianapolis,Indianapolis,19MF,1329
1330,1330,71279,F,2015,Fargo,Fargo,19MF,1330
1331,1331,192194,F,2015,Topeka,Topeka,19MF,1331
1332,1332,196782,M,2015,Detroit,Detroit,19MF,1332
1333,1333,22286,F,2015,Indianapolis,Indianapolis,19MF,1333
1334,1334,116377,F,2015,Scranton,Scranton,19MF,1334
1335,1335,45978,M,2015,Nashville,Nashville,19MF,1335
1336,1336,126051,F,2015,Scranton,Scranton,19MF,1336
1337,1337,60649,F,2015,Indianapolis,Indianapolis,19MF,1337
1338,1338,208070,M,2015,Topeka,Topeka,19MF,1338
1339,1339,2001,M,2015,Fargo,Fargo,19MF,1339
1340,1340,71220,F,2015,Detroit,Detroit,19MF,1340
1341,1341,191307,F,2015,Newark,Newark,19MF,1341
1342,1342,103629,M,2015,Detroit,Detroit,19MF,1342
1343,1343,90507,M,2015,Newark,Newark,19MF,1343
1344,1344,206832,F,2015,Topeka,Topeka,19MF,1344
1345,1345,52337,F,2015,Newark,Newark,19MF,1345
1346,1346,90703,F,2015,Scranton,Scranton,19MF,1346
1347,1347,192886,F,2015,Scranton,Scranton,19MF,1347
1348,1348,79948,M,2015,Charleston,Charleston,19MF,1348
1349,1349,51193,M,2015,Fargo,Fargo,19MF,1349
1350,1350,109998,M,2015,Charleston,Charleston,19MF,1350
1351,1351,82146,F,2015,Charleston,Charleston,19MF,1351
1352,1352,190772,M,2015,Fargo,Fargo,19MF,1352
1353,1353,141958,F,2015,Charleston,Charleston,19MF,1353
1354,1354,78968,M,2015,Indianapolis,Indianapolis,19MF,1354
1355,1355,33427,F,2015,Fargo,Fargo,19MF,1355
1356,1356,84572,F,2015,Fargo,Fargo,19MF,1356
1357,1357,126150,M,2015,Indianapolis,Indianapolis,19MF,1357
1358,1358,188538,M,2015,Fargo,Fargo,19MF,1358
1359,1359,66121,M,2015,Detroit,Detroit,19MF,1359
1360,1360,201194,M,2015,Nashville,Nashville,19MF,1360
1361,1361,7249,F,2015,Fargo,Fargo,19MF,1361
1362,1362,107305,M,2015,Indianapolis,Indianapolis,19MF,1362
1363,1363,46330,F,2015,Newark,Newark,19MF,1363
1364,1364,204871,M,2015,Topeka,Topeka,19MF,1364
1365,1365,55831,F,2015,Indianapolis,Indianapolis,19MF,1365
1366,1366,39213,M,2015,Scranton,Scranton,19MF,1366
1367,1367,184455,M,2015,Nashville,Nashville,19MF,1367
1368,1368,83051,F,2015,Charleston,Charleston,19MF,1368
1369,1369,27451,M,2015,Charleston,Charleston,19MF,1369
1370,1370,151036,M,2015,Charleston,Charleston,19MF,1370
1371,1371,164813,F,2015,Nashville,Nashville,19MF,1371
1372,1372,105426,F,2015,Indianapolis,Indianapolis,19MF,1372
1373,1373,86157,M,2015,Detroit,Detroit,19MF,1373
1374,1374,156078,M,2015,Nashville,Nashville,19MF,1374
1375,1375,201582,M,2015,Fargo,Fargo,19MF,1375
1376,1376,61357,F,2015,Nashville,Nashville,19MF,1376
1377,1377,85329,M,2015,Indianapolis,Indianapolis,19MF,1377
1378,1378,95535,F,2015,Charleston,Charleston,19MF,1378
1379,1379,51695,M,2015,Newark,Newark,19MF,1379
1380,1380,197823,F,2015,Fargo,Fargo,19MF,1380
1381,1381,30222,F,2015,Topeka,Topeka,19MF,1381
1382,1382,63588,M,2015,Nashville,Nashville,19MF,1382
1383,1383,17939,M,2015,Detroit,Detroit,19MF,1383
1384,1384,33557,F,2015,Scranton,Scranton,19MF,1384
1385,1385,87160,M,2015,Detroit,Detroit,19MF,1385
1386,1386,49541,M,2015,Indianapolis,Indianapolis,19MF,1386
1387,1387,77581,F,2015,Nashville,Nashville,19MF,1387
1388,1388,139320,F,2015,Detroit,Detroit,19MF,1388
1389,1389,87004,F,2015,Fargo,Fargo,19MF,1389
1390,1390,114683,M,2015,Detroit,Detroit,19MF,1390
1391,1391,131094,M,2015,Detroit,Detroit,19MF,1391
1392,1392,37994,M,2015,Charleston,Charleston,19MF,1392
1393,1393,109472,F,2015,Topeka,Topeka,19MF,1393
1394,1394,80467,F,2015,Charleston,Charleston,19MF,1394
1395,1395,152038,F,2015,Indianapolis,Indianapolis,19MF,1395
1396,1396,97612,F,2015,Newark,Newark,19MF,1396
1397,1397,35735,M,2015,Indianapolis,Indianapolis,19MF,1397
1398,1398,76719,M,2015,Scranton,Scranton,19MF,1398
1399,1399,70630,F,2015,Newark,Newark,19MF,1399
1400,1400,93859,F,2015,Indianapolis,Indianapolis,19MF,1400
1401,1401,32999,F,2015,Detroit,Detroit,19MF,1401
1402,1402,197259,F,2015,Indianapolis,Indianapolis,19MF,1402
1403,1403,158324,F,2015,Newark,Newark,19MF,1403
1404,1404,61123,F,2015,Indianapolis,Indianapolis,19MF,1404
1405,1405,110658,F,2015,Nashville,Nashville,19MF,1405
1406,1406,119309,M,2015,Fargo,Fargo,19MF,1406
1407,1407,148447,F,2015,Indianapolis,Indianapolis,19MF,1407
1408,1408,149419,M,2015,Fargo,Fargo,19MF,1408
1409,1409,156869,F,2015,Charleston,Charleston,19MF,1409
1410,1410,53739,M,2015,Indianapolis,Indianapolis,19MF,1410
1411,1411,59869,M,2015,Charleston,Charleston,19MF,1411
1412,1412,170023,F,2015,Charleston,Charleston,19MF,1412
1413,1413,188119,F,2015,Fargo,Fargo,19MF,1413
1414,1414,151312,M,2015,Scranton,Scranton,19MF,1414
1415,1415,75114,F,2015,Charleston,Charleston,19MF,1415
1416,1416,55900,F,2015,Nashville,Nashville,19MF,1416
1417,1417,175650,M,2015,Charleston,Charleston,19MF,1417
1418,1418,67852,M,2015,Detroit,Detroit,19MF,1418
1419,1419,70793,F,2015,Topeka,Topeka,19MF,1419
1420,1420,211760,F,2015,Topeka,Topeka,19MF,1420
1421,1421,40538,M,2015,Topeka,Topeka,19MF,1421
1422,1422,150699,M,2015,Topeka,Topeka,19MF,1422
1423,1423,9728,F,2015,Topeka,Topeka,19MF,1423
1424,1424,79125,F,2015,Nashville,Nashville,19MF,1424
1425,1425,144257,M,2015,Topeka,Topeka,19MF,1425
1426,1426,76116,M,2015,Detroit,Detroit,19MF,1426
1427,1427,51805,M,2015,Newark,Newark,19MF,1427
1428,1428,208029,M,2015,Fargo,Fargo,19MF,1428
1429,1429,134838,M,2015,Scranton,Scranton,19MF,1429
1430,1430,200728,M,2015,Scranton,Scranton,19MF,1430
1431,1431,162068,F,2015,Nashville,Nashville,19MF,1431
1432,1432,199039,F,2015,Nashville,Nashville,19MF,1432
1433,1433,68537,M,2015,Scranton,Scranton,19MF,1433
1434,1434,120903,M,2015,Detroit,Detroit,19MF,1434
1435,1435,191898,F,2015,Nashville,Nashville,19MF,1435
1436,1436,36835,F,2015,Charleston,Charleston,19MF,1436
1437,1437,82318,M,2015,Detroit,Detroit,19MF,1437
1438,1438,144819,M,2015,Detroit,Detroit,19MF,1438
1439,1439,106476,M,2015,Charleston,Charleston,19MF,1439
1440,1440,192062,F,2015,Charleston,Charleston,19MF,1440
1441,1441,152761,M,2015,Nashville,Nashville,19MF,1441
