,Student,GENDER_CD,CLASS_YR,Fall_2011,Freshman,meal_plan
587,133597,F,2013,Eugene,Scranton,10MF
588,107385,M,2013,Eugene,Charleston,19MF
589,19768,M,2013,Eugene,Fargo,19MF
590,211771,M,2013,Eugene,Topeka,19MF
591,37982,F,2013,Providence,Charleston,10MF
592,239,M,2013,Eugene,Topeka,19MF
593,90622,M,2013,Los Angeles,Indianapolis,19MF
594,84144,F,2013,Providence,Indianapolis,19MF
595,194183,M,2013,Providence,Scranton,14MF
596,182792,M,2013,Scranton,Newark,14MF
597,135921,M,2013,Providence,Newark,19MF
598,78554,F,2013,Los Angeles,Topeka,19MF
599,23231,M,2013,Tulsa,Fargo,19MF
600,212066,F,2013,Providence,Fargo,19MF
601,156034,M,2013,Los Angeles,Charleston,14MF
602,67085,M,2013,Providence,Charleston,19MF
603,86702,M,2013,Providence,Fargo,9MF
604,205311,F,2013,New York,Indianapolis,19MF
605,183931,M,2013,Columbus,Detroit,19MF
606,122945,F,2013,Newark,Fargo,19MF
607,28274,M,2013,Indianapolis,Fargo,19MF
608,141251,F,2013,Birmingham,Detroit,14MF
609,27900,F,2013,Eugene,Indianapolis,19MF
610,108721,F,2013,Providence,Charleston,19MF
611,6796,F,2013,Providence,Nashville,19MF
612,82883,M,2013,Providence,Topeka,14MF
613,72402,F,2013,Eugene,Nashville,14MF
614,115881,F,2013,Providence,Nashville,19MF
615,127821,F,2013,Providence,Nashville,14MF
616,80637,M,2013,Providence,Fargo,10MF
617,181651,M,2013,Providence,Newark,19MF
618,47970,M,2013,Providence,Indianapolis,19MF
619,35171,M,2013,Providence,Newark,9MF
620,137748,F,2013,Providence,Nashville,19MF
621,182036,M,2013,Providence,Indianapolis,14MF
622,107924,F,2013,Seattle,Fargo,14MF
623,116806,F,2013,Providence,Nashville,10MF
624,194379,M,2013,Scranton,Nashville,19MF
625,36060,F,2013,Columbus,Topeka,14MF
626,198696,F,2013,Providence,Topeka,14MF
627,64184,M,2013,Tulsa,Nashville,19MF
628,156863,F,2013,New York,Scranton,19MF
629,190462,M,2013,Providence,Charleston,19MF
630,66283,M,2013,Providence,Detroit,19MF
631,115531,F,2013,Atlanta,Indianapolis,19MF
632,206506,M,2013,Providence,Topeka,14MF
633,213051,F,2013,Dallas,Charleston,19MF
634,109328,F,2013,New Orleans,New Orleans,19MF
635,35228,M,2013,Eugene,Fargo,19MF
636,184275,M,2013,Providence,Fargo,
637,148098,M,2013,New Orleans,Scranton,19MF
638,30115,M,2013,Tulsa,Indianapolis,14MF
639,34004,F,2013,Scranton,Newark,19MF
640,189006,M,2013,Providence,Detroit,19MF
641,106309,M,2013,New York,Indianapolis,14MF
642,190580,F,2013,Baltimore,Fargo,19MF
643,156046,F,2013,Baltimore,Scranton,19MF
644,40764,M,2013,Dallas,Newark,19MF
645,208004,F,2013,Providence,Nashville,19MF
646,169979,F,2013,Detroit,Detroit,19MF
647,19992,F,2013,Atlanta,Charleston,19MF
648,116721,M,2013,Eugene,Detroit,19MF
649,123669,M,2013,Providence,Indianapolis,19MF
650,103586,F,2013,New York,Fargo,19MF
651,542,M,2013,Providence,Nashville,19MF
652,163943,M,2013,Providence,Charleston,19MF
653,149193,M,2013,Detroit,Detroit,19MF
654,144428,F,2014,New Orleans,Detroit,19MF
655,90231,F,2014,Madison,Fargo,14MF
656,28259,M,2014,Providence,Scranton,19MF
657,27074,F,2014,Providence,Charleston,19MF
658,185662,F,2014,Chicago,Nashville,19MF
659,38111,F,2014,Madison,Fargo,19MF
660,21626,F,2014,Baltimore,Scranton,19MF
661,58591,F,2014,St. Louis,Detroit,19MF
662,124263,M,2014,Hartford,Nashville,19MF
663,47510,F,2014,Tulsa,Topeka,19MF
664,86746,M,2014,Providence,Charleston,19MF
665,118420,F,2014,Providence,Scranton,14MF
666,71997,M,2014,Dayton,Newark,19MF
667,102003,F,2014,New York,Charleston,19MF
668,156127,M,2014,Providence,Charleston,14MF
669,8866,F,2014,Tulsa,Detroit,14MF
670,9033,M,2014,Hartford,Nashville,19MF
671,93339,M,2014,Providence,Newark,10MF
672,90918,M,2014,New Orleans,Newark,19MF
673,172361,F,2014,Hartford,Nashville,19MF
674,152525,F,2014,Madison,Newark,14MF
675,49534,M,2014,Providence,Topeka,19MF
676,146933,M,2014,Baltimore,Fargo,19MF
677,25489,M,2014,Tulsa,Topeka,19MF
678,134073,F,2014,St. Louis,Nashville,19MF
679,133957,F,2014,New Orleans,Topeka,19MF
680,164659,F,2014,St. Louis,Nashville,19MF
681,63813,F,2014,Hartford,Indianapolis,19MF
682,99471,F,2014,St. Louis,Detroit,19MF
683,90037,F,2014,Baltimore,Detroit,19MF
684,116385,F,2014,Madison,Detroit,14MF
685,170342,M,2014,Hartford,Nashville,19MF
686,134815,F,2014,Pittsburgh,Indianapolis,14MF
687,210905,M,2014,Providence,Detroit,19MF
688,120010,M,2014,Los Angeles,Detroit,19MF
689,109788,F,2014,Chicago,Nashville,19MF
690,59100,M,2014,Dayton,Newark,19MF
691,12313,F,2014,Providence,Nashville,14MF
692,12223,M,2014,Providence,Indianapolis,14MF
693,158733,M,2014,Providence,Topeka,19MF
694,81283,F,2014,Atlanta,Charleston,19MF
695,144394,M,2014,Portland,Scranton,19MF
696,135363,M,2014,Tulsa,Nashville,19MF
697,43200,M,2014,Seattle,Fargo,19MF
698,18665,F,2014,Detroit,Detroit,19MF
699,156856,F,2014,New York,Scranton,19MF
700,140177,F,2014,Madison,Fargo,19MF
701,28012,M,2014,St. Paul,Topeka,19MF
702,159911,M,2014,St. Louis,Scranton,19MF
703,103961,F,2014,New Orleans,Newark,19MF
704,46989,M,2014,Providence,Scranton,19MF
705,144955,M,2014,Hartford,Detroit,19MF
706,14691,M,2014,Providence,Indianapolis,14MF
707,151310,F,2014,Madison,Scranton,19MF
708,115976,M,2014,Nashville,Nashville,19MF
709,131983,F,2014,New Orleans,Indianapolis,19MF
710,139213,M,2014,Hartford,Nashville,19MF
711,207611,M,2014,Dayton,Nashville,19MF
712,53910,F,2014,Chicago,Nashville,19MF
713,102065,M,2014,Pittsburgh,Nashville,14MF
714,146647,M,2014,Madison,Detroit,19MF
715,127151,F,2014,Hartford,Scranton,19MF
716,194975,M,2014,Providence,Scranton,19MF
717,124309,M,2014,Providence,Nashville,19MF
718,151674,M,2014,Madison,Scranton,19MF
719,102973,F,2014,Pittsburgh,Indianapolis,19MF
720,654,M,2014,Pittsburgh,Indianapolis,19MF
721,112506,M,2014,Tulsa,Topeka,19MF
722,203593,F,2014,Santa Fe,Fargo,19MF
723,198551,F,2014,New York,Scranton,19MF
724,85832,M,2014,St. Louis,Nashville,19MF
725,213235,M,2014,Portland,Indianapolis,19MF
726,110315,M,2014,Madison,Fargo,19MF
727,213791,M,2014,Portland,Detroit,19MF
728,45139,M,2014,Madison,Fargo,19MF
729,64523,F,2014,Tulsa,Detroit,14MF
730,138206,F,2014,Los Angeles,Fargo,19MF
731,175996,F,2014,Dayton,Newark,19MF
732,69057,F,2014,Atlanta,Charleston,19MF
733,205588,M,2014,Portland,Scranton,19MF
734,89867,F,2014,Pittsburgh,Nashville,19MF
735,13388,F,2014,Madison,Newark,19MF
736,188656,M,2014,Dayton,Indianapolis,19MF
737,105860,F,2014,Baltimore,Charleston,19MF
738,29052,F,2014,New York,Newark,19MF
739,30352,M,2014,St. Paul,Topeka,19MF
740,146683,F,2014,Providence,Nashville,19MF
741,105015,M,2014,Providence,Detroit,19MF
742,173782,F,2014,New York,New York,19MF
743,172092,M,2014,Seattle,Fargo,14MF
744,54112,M,2014,Hartford,Nashville,14MF
745,175207,M,2014,Providence,Topeka,14MF
746,193811,M,2014,Providence,Detroit,19MF
747,122172,M,2014,Dayton,Charleston,19MF
748,47553,F,2014,St. Paul,Newark,19MF
749,17159,M,2014,Dayton,Newark,10MF
750,5816,F,2014,Pittsburgh,Newark,19MF
751,36069,M,2014,Boise,Fargo,19MF
752,84327,M,2014,Madison,Detroit,19MF
753,169745,M,2014,Birmingham,Nashville,19MF
754,186445,M,2014,Portland,Topeka,19MF
755,164496,F,2014,Madison,Scranton,14MF
756,77660,F,2014,Portland,Scranton,19MF
757,47809,M,2014,Hartford,Nashville,19MF
758,102246,F,2014,Dayton,Detroit,19MF
759,143409,M,2014,New York,Detroit,19MF
760,190621,F,2014,Madison,Topeka,19MF
761,141471,F,2014,St. Paul,Newark,19MF
762,120084,F,2014,Hartford,Nashville,19MF
763,199257,M,2014,Tulsa,Topeka,19MF
764,34148,M,2014,New Orleans,Fargo,19MF
765,149574,F,2014,Dayton,Newark,14MF
766,212501,M,2014,Hartford,Fargo,19MF
767,191925,M,2014,Tulsa,Fargo,19MF
768,38870,M,2014,Providence,Scranton,19MF
769,74318,M,2014,Hartford,Indianapolis,19MF
770,35779,M,2014,St. Paul,St. Paul,19MF
771,98283,F,2014,Tulsa,Indianapolis,19MF
772,213227,M,2014,Tulsa,Scranton,19MF
773,130216,F,2014,Pittsburgh,Topeka,19MF
774,20981,M,2014,St. Paul,Charleston,19MF
775,6106,M,2014,Seattle,Fargo,14MF
776,114017,M,2014,Providence,Detroit,19MF
777,17253,M,2014,Providence,Detroit,19MF
778,108266,F,2014,New York,Newark,19MF
779,124507,M,2014,Tulsa,Detroit,19MF
780,66203,M,2014,Detroit,Topeka,19MF
781,94838,F,2014,Hartford,Indianapolis,19MF
782,45210,F,2014,Dayton,Fargo,14MF
783,178449,M,2014,Portland,Indianapolis,19MF
784,127079,M,2014,Madison,Nashville,19MF
785,106242,F,2014,Tulsa,Scranton,19MF
786,78279,F,2014,Pittsburgh,Nashville,14MF
787,195253,F,2014,Hartford,Detroit,19MF
788,211482,M,2014,Providence,Detroit,19MF
789,128845,F,2014,Seattle,Fargo,19MF
790,9278,F,2014,Hartford,Scranton,14MF
791,125946,M,2014,Hartford,Scranton,19MF
792,81402,F,2014,Portland,Nashville,19MF
793,16153,M,2014,New Orleans,Newark,19MF
794,205308,M,2014,Portland,Detroit,19MF
795,199449,M,2014,New Orleans,Nashville,14MF
796,59026,M,2014,Providence,Scranton,19MF
797,157116,M,2014,Baltimore,Newark,19MF
798,71508,F,2014,St. Louis,Detroit,19MF
799,144173,M,2014,Dayton,Newark,19MF
800,147932,M,2014,Hartford,Indianapolis,19MF
801,205576,M,2014,New York,Indianapolis,19MF
802,179958,M,2014,Hartford,Scranton,19MF
803,128344,F,2014,Baltimore,Indianapolis,19MF
804,188398,F,2014,New Orleans,Indianapolis,19MF
805,32274,M,2014,Tulsa,Scranton,14MF
806,39750,F,2014,St. Louis,Detroit,19MF
807,115463,F,2014,Providence,Indianapolis,14MF
808,161664,F,2014,Atlanta,Detroit,14MF
809,20262,F,2014,Madison,Newark,19MF
810,101755,F,2014,Pittsburgh,Indianapolis,19MF
811,166522,F,2014,Hartford,Topeka,19MF
812,59911,F,2014,Madison,Fargo,14MF
813,206088,M,2014,St. Louis,Detroit,19MF
814,7136,F,2014,St. Louis,Indianapolis,14MF
815,150581,F,2014,Hartford,Indianapolis,14MF
816,2531,M,2014,Dayton,Topeka,14MF
817,10118,M,2014,St. Paul,Topeka,19MF
818,23536,M,2014,St. Louis,Scranton,19MF
819,141187,M,2014,Chicago,Nashville,19MF
820,77215,F,2014,Providence,Topeka,14MF
821,174569,M,2014,Topeka,Newark,19MF
822,20269,M,2014,St. Louis,Detroit,19MF
823,153723,M,2014,Baltimore,Nashville,19MF
824,48408,F,2014,Hartford,Indianapolis,19MF
825,166120,M,2014,Portland,Charleston,19MF
826,7655,F,2014,Hartford,Charleston,19MF
827,67063,M,2014,Atlanta,Charleston,19MF
828,212740,F,2014,Tulsa,Nashville,19MF
829,88961,F,2014,Madison,Fargo,19MF
830,65640,F,2014,Hartford,Detroit,19MF
831,202483,F,2014,Hartford,Newark,19MF
832,184677,M,2014,Atlanta,Charleston,19MF
833,23615,M,2014,Providence,Detroit,19MF
834,47967,M,2014,Tulsa,Topeka,19MF
835,85449,M,2014,Madison,Nashville,19MF
836,21621,F,2014,Detroit,Topeka,19MF
837,189701,M,2014,Baltimore,Topeka,19MF
838,59753,F,2014,St. Paul,Newark,19MF
839,101205,M,2014,Providence,Scranton,14MF
840,114162,M,2014,Atlanta,Charleston,19MF
841,45098,M,2014,Providence,Topeka,14MF
842,142404,M,2014,New York,Charleston,19MF
843,136231,M,2014,Seattle,Fargo,19MF
844,57058,F,2014,Los Angeles,Fargo,19MF
845,186545,F,2014,Madison,Fargo,19MF
846,122824,M,2014,Providence,Topeka,14MF
847,195572,M,2014,Madison,Fargo,19MF
848,133950,M,2014,Hartford,Indianapolis,14MF
849,54376,M,2014,Birmingham,Nashville,19MF
850,189020,F,2014,Tulsa,Scranton,19MF
851,129906,M,2014,Providence,Nashville,19MF
852,83515,F,2014,Hartford,Newark,19MF
853,110854,F,2014,Providence,Detroit,19MF
854,195481,M,2014,Chicago,Nashville,19MF
855,9109,F,2014,Providence,Fargo,19MF
856,189126,M,2014,St. Louis,Charleston,19MF
857,70588,M,2014,Madison,Newark,19MF
858,33700,M,2014,Baltimore,Newark,19MF
859,85587,M,2014,Hartford,Scranton,19MF
860,100039,M,2014,Hartford,Detroit,19MF
861,212834,M,2014,St. Louis,Detroit,19MF
862,17942,M,2014,Pittsburgh,Indianapolis,19MF
863,68374,F,2014,Providence,Indianapolis,10MF
864,177126,M,2014,Hartford,Fargo,19MF
865,44304,F,2014,Madison,Fargo,19MF
866,212399,M,2014,New Orleans,Nashville,19MF
867,182028,M,2014,St. Louis,Detroit,14MF
868,52272,M,2014,Providence,Scranton,14MF
869,32828,F,2014,Dayton,Charleston,14MF
870,186247,M,2014,Providence,Charleston,14MF
871,202409,F,2014,St. Louis,Scranton,19MF
872,143540,F,2014,Chicago,Nashville,19MF
873,173328,M,2014,Providence,Detroit,19MF
874,157660,M,2014,Hartford,Nashville,19MF
875,101264,F,2014,Madison,Fargo,19MF
876,113611,M,2014,Miami,Fargo,19MF
877,39616,M,2014,Detroit,Indianapolis,19MF
878,110784,M,2014,Chicago,Charleston,19MF
879,18784,M,2014,Birmingham,Nashville,14MF
880,205362,F,2014,Pittsburgh,Nashville,19MF
881,46862,M,2014,Madison,Fargo,14MF
882,162189,M,2014,St. Louis,Newark,19MF
883,129571,F,2014,Pittsburgh,Indianapolis,14MF
884,84767,M,2014,Baltimore,Fargo,19MF
885,74327,M,2014,St. Louis,Newark,19MF
886,12964,F,2014,Charleston,Indianapolis,19MF
887,125426,F,2014,Nashville,Topeka,14MF
888,36047,M,2014,Providence,Scranton,19MF
889,161089,F,2014,Madison,Newark,19MF
890,30266,F,2014,St. Louis,Newark,19MF
891,128411,M,2014,Tulsa,Scranton,14MF
892,8466,F,2014,Madison,Charleston,19MF
893,183427,M,2014,Baltimore,Charleston,19MF
894,143156,M,2014,Baltimore,Fargo,19MF
895,30968,M,2014,New Orleans,Nashville,19MF
896,130830,F,2014,Portland,Topeka,14MF
897,202188,F,2014,Pittsburgh,Scranton,19MF
898,49975,F,2014,New Orleans,Topeka,19MF
899,82169,F,2014,St. Louis,Charleston,19MF
900,178372,M,2014,Hartford,Topeka,19MF
901,24688,F,2014,Providence,Scranton,19MF
902,214595,F,2014,St. Paul,Topeka,19MF
903,54617,F,2014,Madison,Fargo,19MF
904,156201,F,2014,Fargo,Fargo,19MF
905,142812,M,2014,Seattle,Fargo,19MF
906,141432,F,2014,St. Paul,Topeka,19MF
907,15098,M,2014,St. Louis,Newark,19MF
908,173430,F,2014,Pittsburgh,Topeka,10MF
909,63517,F,2014,Madison,Charleston,19MF
910,95945,M,2014,New York,Indianapolis,19MF
911,45006,M,2014,St. Paul,Newark,19MF
912,71948,M,2014,Providence,Newark,19MF
913,50222,F,2014,Madison,Newark,19MF
914,154573,F,2014,Portland,Scranton,19MF
915,183434,M,2014,St. Louis,Detroit,19MF
916,96079,F,2014,Atlanta,Charleston,14MF
917,17167,M,2014,Portland,Scranton,19MF
918,110661,M,2014,Providence,Scranton,14MF
919,131032,M,2014,Chicago,Nashville,19MF
920,106585,F,2014,Tulsa,Scranton,19MF
921,17930,M,2014,Providence,Newark,19MF
922,32740,M,2014,Hartford,Newark,19MF
923,29305,F,2014,Chicago,Nashville,19MF
924,97339,M,2014,Hartford,Nashville,14MF
925,29490,F,2014,New Orleans,Fargo,19MF
926,25842,F,2014,Chicago,Nashville,19MF
927,2796,M,2014,Providence,Indianapolis,19MF
928,209803,M,2014,Atlanta,Charleston,19MF
929,88540,M,2014,St. Louis,Detroit,19MF
930,157966,F,2014,Atlanta,Charleston,19MF
931,6456,F,2014,Portland,Scranton,19MF
932,46083,F,2014,Atlanta,Charleston,10MF
933,18882,M,2014,Tulsa,Charleston,14MF
934,12673,M,2014,New Orleans,Fargo,10MF
935,27185,M,2014,Seattle,Fargo,19MF
936,14679,M,2014,Baltimore,Fargo,14MF
937,129221,M,2014,Providence,Nashville,14MF
938,95959,M,2014,Chicago,Nashville,19MF
939,57194,F,2014,Dayton,Newark,14MF
940,60605,F,2014,Baltimore,Fargo,19MF
941,213400,F,2014,Chicago,Nashville,19MF
942,60636,F,2014,Baltimore,Indianapolis,19MF
943,128178,F,2014,Madison,Topeka,19MF
944,112832,F,2014,Providence,Charleston,14MF
945,120330,M,2014,Hartford,Nashville,14MF
946,201643,M,2014,Madison,Newark,19MF
947,19337,F,2014,Pittsburgh,Indianapolis,19MF
948,158858,M,2014,Baltimore,Detroit,19MF
949,136734,F,2014,Dayton,Newark,19MF
950,87882,F,2014,Hartford,Topeka,19MF
951,115978,M,2014,Pittsburgh,Indianapolis,14MF
952,21765,M,2014,Portland,Indianapolis,19MF
953,123427,M,2014,Madison,Charleston,19MF
954,64415,M,2014,Chicago,Nashville,19MF
955,170202,M,2014,Tulsa,Topeka,19MF
956,560,M,2014,Tulsa,Scranton,19MF
957,110454,F,2014,Topeka,Scranton,19MF
958,7584,F,2014,Hartford,Newark,19MF
959,177150,M,2014,Tulsa,Detroit,14MF
960,60620,F,2014,Hartford,Scranton,19MF
961,46508,M,2014,Madison,Fargo,19MF
962,37468,F,2014,Pittsburgh,Topeka,14MF
963,191589,M,2014,Dayton,Newark,14MF
964,151748,M,2014,St. Louis,Charleston,19MF
965,118293,M,2014,Providence,Nashville,14MF
966,170576,F,2014,St. Louis,Detroit,19MF
967,49353,M,2014,Tulsa,Topeka,19MF
968,209136,F,2014,Baltimore,Indianapolis,19MF
969,91475,F,2014,Newark,Indianapolis,19MF
970,167362,F,2014,Portland,Nashville,14MF
971,29974,M,2014,Detroit,Indianapolis,19MF
972,213706,M,2014,Pittsburgh,Indianapolis,19MF
973,96692,F,2014,Providence,Detroit,19MF
974,31230,F,2014,Providence,Charleston,14MF
975,75833,M,2014,Tulsa,Detroit,9MF
976,11462,F,2014,Tulsa,Nashville,19MF
977,107440,F,2014,Madison,Indianapolis,19MF
978,36575,F,2014,Providence,Detroit,19MF
979,91294,F,2014,New Orleans,Charleston,19MF
980,63365,F,2014,Chicago,Nashville,19MF
981,69572,F,2014,Hartford,Charleston,19MF
982,162924,M,2014,Chicago,Nashville,19MF
983,183326,M,2014,Providence,Detroit,19MF
984,9231,F,2014,St. Paul,Scranton,19MF
985,127240,F,2014,Providence,Detroit,14MF
986,78171,F,2014,Tulsa,Scranton,14MF
987,71428,F,2014,Baltimore,Scranton,14MF
988,55800,F,2014,Madison,Detroit,19MF
989,5724,M,2014,Baltimore,Topeka,19MF
990,165261,F,2014,Madison,Fargo,19MF
991,18364,F,2014,Chicago,Nashville,19MF
992,1999,F,2014,Hartford,Newark,19MF
993,164611,F,2014,Baltimore,Detroit,19MF
994,4450,M,2014,St. Louis,Newark,19MF
995,37389,F,2014,Scranton,Nashville,19MF
996,212371,M,2014,Baltimore,Charleston,19MF
997,181321,F,2014,St. Paul,Topeka,19MF
998,109656,F,2014,New Orleans,Detroit,19MF
999,147681,M,2014,Providence,Nashville,19MF
1000,204636,F,2014,Madison,Fargo,19MF
1001,55293,M,2014,Madison,Fargo,19MF
1002,68668,F,2014,Madison,Topeka,19MF
1003,200739,F,2014,Tulsa,Nashville,14MF
1004,184579,M,2014,Hartford,Fargo,14MF
1005,176732,F,2014,Seattle,Fargo,14MF
1006,122768,F,2014,Dayton,Newark,19MF
1007,204192,F,2014,Pittsburgh,Indianapolis,19MF
1008,91076,F,2014,Madison,Fargo,19MF
1009,199343,F,2014,Chicago,Nashville,19MF
1010,168099,M,2014,Madison,Fargo,19MF
1011,192449,F,2014,Madison,Fargo,21MF
1012,62429,M,2014,Providence,Topeka,19MF
1013,178,M,2014,Providence,Indianapolis,14MF
1014,75762,F,2014,Baltimore,Indianapolis,19MF
1015,139280,M,2014,Providence,Indianapolis,19MF
1016,26463,F,2014,Dallas,Indianapolis,19MF
1017,97324,F,2014,Madison,Newark,19MF
1018,33572,F,2014,New York,Newark,19MF
1019,93423,F,2014,Pittsburgh,Indianapolis,14MF
1020,16634,M,2014,Pittsburgh,Indianapolis,19MF
1021,76714,M,2014,Providence,Charleston,19MF
1022,187825,M,2014,Providence,Scranton,19MF
1023,156944,M,2014,Dayton,Charleston,19MF
1024,164783,M,2014,Providence,Newark,19MF
1025,80872,M,2014,Portland,Indianapolis,19MF
1026,28487,F,2014,Atlanta,Charleston,19MF
1027,147076,M,2014,Chicago,Indianapolis,19MF
1028,56154,M,2014,Pittsburgh,Indianapolis,19MF
1029,68769,M,2014,Hartford,Indianapolis,19MF
1030,24988,M,2014,Providence,Detroit,19MF
1031,19024,M,2014,Providence,Detroit,19MF
1032,134452,F,2014,Providence,Detroit,14MF
1033,204797,F,2014,Chicago,Nashville,19MF
1034,111127,M,2014,St. Louis,Newark,19MF
1035,120722,F,2014,Madison,Newark,19MF
1036,1306,F,2014,Providence,Nashville,19MF
1037,191404,M,2014,Pittsburgh,Indianapolis,19MF
1038,158771,M,2014,New Orleans,Charleston,14MF
1039,138238,M,2014,Baltimore,Topeka,19MF
1040,174044,M,2014,Hartford,Detroit,19MF
1041,124013,F,2014,Providence,Detroit,19MF
1042,4885,M,2014,Madison,Fargo,19MF
1043,214029,M,2014,St. Paul,Topeka,19MF
1044,93060,F,2014,Los Angeles,Topeka,19MF
1045,74856,F,2014,Detroit,Topeka,19MF
1046,8758,F,2014,Tulsa,Nashville,19MF
1047,70749,F,2014,Seattle,Fargo,19MF
1048,118181,F,2014,Hartford,Scranton,19MF
1049,51328,M,2014,Dayton,Indianapolis,19MF
1050,171987,M,2014,Pittsburgh,Indianapolis,19MF
1051,104954,F,2014,Providence,Nashville,19MF
1052,25932,F,2014,Providence,Topeka,19MF
1053,96648,M,2014,Chicago,Nashville,19MF
1054,64212,F,2014,Madison,Topeka,19MF
1055,38868,F,2014,Seattle,Fargo,19MF
1056,83144,F,2014,New Orleans,Topeka,19MF
1057,177818,M,2014,Madison,Fargo,14MF
1058,206934,F,2014,Atlanta,Charleston,19MF
1059,166822,F,2014,St. Louis,Detroit,19MF
1060,127604,F,2014,Chicago,Nashville,19MF
1061,23959,M,2014,Tulsa,Topeka,19MF
1062,96463,F,2014,Tulsa,Charleston,19MF
1063,52143,F,2014,Tulsa,Scranton,19MF
1064,31832,M,2014,Tulsa,Charleston,19MF
1065,11523,F,2014,Tulsa,Nashville,19MF
1066,582,F,2014,Portland,Newark,19MF
1067,107087,M,2014,Providence,Scranton,19MF
1068,5687,M,2014,Providence,Scranton,19MF
1069,203725,F,2014,Dayton,Charleston,14MF
1070,82493,F,2014,Madison,Fargo,19MF
1071,200940,M,2014,Madison,Charleston,19MF
1072,189167,F,2014,Seattle,Fargo,19MF
1073,128678,F,2014,St. Louis,Detroit,19MF
1074,176875,F,2014,Chicago,Nashville,19MF
1075,28147,M,2014,Hartford,Newark,19MF
1076,34975,M,2014,Chicago,Nashville,19MF
1077,161508,F,2014,Seattle,Fargo,14MF
1078,25754,M,2014,Chicago,Topeka,19MF
1079,61358,M,2014,Portland,Indianapolis,19MF
1080,13148,F,2014,Providence,Topeka,19MF
1081,212232,M,2014,Providence,Nashville,19MF
1082,97315,M,2014,St. Louis,St. Louis,19MF
1083,47111,M,2014,Madison,Topeka,19MF
1084,8321,F,2014,Providence,Fargo,19MF
1085,181636,M,2014,Providence,Topeka,19MF
1086,31664,F,2014,Baltimore,Indianapolis,10MF
1087,183204,F,2014,Portland,Detroit,19MF
1088,147342,F,2014,Chicago,Nashville,19MF
1089,92291,M,2014,Hartford,Scranton,19MF
1090,46180,F,2014,Portland,Nashville,19MF
1091,59046,M,2014,Atlanta,Charleston,19MF
1092,93635,F,2014,Tulsa,Scranton,19MF
1093,186260,M,2014,Pittsburgh,Indianapolis,19MF
1094,1434,M,2014,Providence,Charleston,19MF
1095,15159,F,2014,Madison,Scranton,19MF
1096,87294,F,2014,Pittsburgh,Indianapolis,19MF
1097,190863,F,2014,Tulsa,Fargo,19MF
1098,41096,F,2014,Atlanta,Charleston,19MF
1099,107014,M,2014,Seattle,Fargo,19MF
1100,111270,F,2014,St. Louis,Indianapolis,19MF
1101,38984,M,2014,Providence,Charleston,14MF
1102,147951,F,2014,Tulsa,Scranton,14MF
1103,44482,F,2014,Madison,Scranton,19MF
1104,98290,M,2014,Madison,Charleston,14MF
1105,214656,M,2014,Madison,Fargo,19MF
1106,31451,M,2014,Birmingham,Nashville,19MF
1107,26646,M,2014,Madison,Nashville,19MF
1108,85243,F,2014,Atlanta,Charleston,19MF
1109,214288,F,2014,Madison,Newark,14MF
1110,158482,F,2014,New Orleans,Topeka,9MF
1111,98097,F,2014,Madison,Fargo,19MF
1112,148317,F,2014,Hartford,Nashville,19MF
1113,70062,F,2014,Hartford,Indianapolis,14MF
1114,141631,F,2014,Dayton,Detroit,19MF
1115,128067,F,2014,Tulsa,Indianapolis,14MF
1116,16479,F,2014,Hartford,Scranton,19MF
1117,197514,M,2014,Baltimore,Nashville,19MF
1118,146227,M,2014,Atlanta,Charleston,19MF
1119,136028,M,2014,New Orleans,Charleston,14MF
1120,158887,M,2014,Scranton,Indianapolis,19MF
1121,31316,F,2014,Atlanta,Charleston,19MF
1122,39384,F,2014,Tulsa,Indianapolis,10MF
1123,67846,M,2014,Providence,Newark,19MF
1124,180704,M,2014,Los Angeles,Newark,19MF
1125,16978,F,2014,Seattle,Fargo,19MF
1126,99613,F,2014,Madison,Fargo,14MF
1127,192455,M,2014,Providence,Charleston,14MF
1128,93117,M,2014,Detroit,Indianapolis,19MF
1129,49485,F,2014,Indianapolis,Nashville,19MF
1130,103641,F,2014,Baltimore,Nashville,19MF
1131,139761,M,2014,Hartford,Scranton,19MF
1132,44891,M,2014,Madison,Charleston,19MF
1133,199036,F,2014,St. Paul,Topeka,19MF
1134,1526,M,2014,Hartford,Scranton,19MF
1135,13482,F,2014,Dayton,Newark,14MF
1136,134057,F,2014,Portland,Scranton,14MF
1137,198843,M,2014,Dayton,Indianapolis,19MF
1138,214242,F,2014,Pittsburgh,Detroit,14MF
1139,33944,M,2014,Seattle,Fargo,14MF
1140,208617,M,2014,Portland,Topeka,19MF
1141,64978,M,2014,Baltimore,Newark,19MF
1142,94439,F,2014,St. Louis,Detroit,19MF
1143,191014,F,2014,Tulsa,Nashville,19MF
1144,19117,M,2015,Fargo,Fargo,19MF
1145,67689,F,2015,Nashville,Nashville,19MF
1146,207472,M,2015,Nashville,Nashville,19MF
1147,47138,M,2015,Nashville,Nashville,19MF
1148,31945,F,2015,Scranton,Scranton,19MF
1149,177888,M,2015,Detroit,Detroit,19MF
1150,146744,M,2015,Topeka,Topeka,19MF
1151,79888,M,2015,Charleston,Charleston,19MF
1152,188862,F,2015,Fargo,Fargo,19MF
1153,207286,F,2015,Fargo,Fargo,19MF
1154,196130,M,2015,Indianapolis,Indianapolis,19MF
1155,141801,M,2015,Topeka,Topeka,19MF
