,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293
58,19,6,46,18,16,5,25,37,37,23,43,42,42,21,22,23,31,49,33,24,40,27,23,35,22,33,45,10,18,36,38,37,29,37,29,11,28,25,39,25,32,35,35,45,11,26,42,38,7,45,27,37,33,19,38,11,24,37,0,35,25,41,21,22,32,30,34,42,24,26,18,35,38,26,42,32,39,33,34,36,45,52,29,0,34,17,26,44,30,24,38,27,39,23,41,33,47,20,42,29,41,22,39,28,27,29,40,54,40,45,3,53,41,44,41,17,47,41,35,33,38,45,18,38,37,40,26,24,35,29,20,35,40,40,37,24,19,25,33,43,40,29,37,31,48,42,37,34,34,20,38,40,32,38,5,25,45,46,33,37,32,31,45,51,31,28,17,34,32,33,29,46,48,55,37,17,44,32,47,36,32,35,13,25,47,38,42,34,33,43,23,44,39,40,16,18,33,25,20,27,29,45,26,27,37,21,20,32,23,22,42,28,33,24,46,37,50,41,17,24,19,21,38,31,46,52,28,18,45,38,36,13,42,26,18,19,27,41,35,40,46,47,38,26,35,52,35,28,9,24,32,39,41,22,30,28,37,46,8,2,35,35,31,32,42,30,27,33,38,36,23,23,27,40,30,30,0,30,2,25,34,42,36,43,31,28,31,25,30,18,36,39,33,26
59,21,7,54,19,14,4,24,49,45,23,54,48,54,27,18,28,35,48,30,27,41,36,25,45,25,39,48,12,22,49,47,44,37,44,35,19,19,24,37,26,36,42,37,59,8,24,53,36,6,39,26,42,38,18,46,11,24,43,35,0,26,43,20,20,38,35,37,49,22,29,21,37,35,26,48,41,46,33,35,75,55,58,31,0,36,20,27,63,35,19,43,32,38,28,43,31,47,25,52,39,48,25,43,26,48,32,47,51,46,52,6,57,49,44,39,13,42,49,40,41,44,42,23,40,45,49,35,29,36,29,31,45,43,50,46,25,26,33,32,49,44,28,44,33,50,58,43,46,36,25,45,42,49,42,4,29,45,51,39,41,37,35,38,54,29,27,18,51,30,41,34,50,58,52,30,16,43,28,54,41,50,36,16,23,49,42,41,39,37,43,33,57,35,57,30,21,34,26,22,33,37,49,29,33,51,21,22,44,35,29,55,23,36,34,50,33,47,48,15,28,21,17,48,29,55,54,35,20,38,43,48,25,61,25,21,25,34,35,40,41,51,52,40,30,49,57,31,27,8,27,38,43,49,24,36,29,46,48,12,2,44,37,42,38,47,34,25,46,48,34,28,28,26,39,29,29,0,39,2,30,33,44,41,50,44,34,27,27,38,19,39,44,40,33
60,17,4,37,19,12,8,15,27,30,20,29,30,30,21,11,15,33,38,30,25,27,25,21,28,20,29,39,10,9,21,31,23,15,39,27,12,21,35,26,21,34,27,21,26,9,25,30,26,4,31,21,33,22,21,37,9,19,35,25,26,0,32,35,23,30,29,21,33,22,24,15,28,29,28,34,28,35,27,25,25,34,43,17,0,26,16,23,32,31,13,31,21,25,23,31,22,28,15,24,19,30,15,30,13,22,15,34,34,29,34,5,42,34,30,32,12,29,31,21,33,38,30,15,30,33,35,35,17,22,24,19,25,34,30,33,24,12,15,26,34,32,26,28,25,29,26,29,33,27,19,37,32,26,29,3,22,38,30,27,27,25,25,31,35,21,19,20,19,23,26,21,28,33,35,25,13,33,18,37,28,25,32,16,21,34,28,31,23,29,29,20,36,25,23,15,13,20,20,20,22,33,35,18,19,26,24,23,21,21,26,35,19,23,25,26,25,38,25,15,15,19,15,33,22,40,39,26,20,32,34,29,18,29,22,21,17,24,28,28,30,37,34,26,21,27,38,19,18,9,19,26,28,33,14,30,29,31,25,5,2,25,31,23,30,36,32,25,25,33,25,29,24,23,31,22,30,0,24,1,39,25,37,29,35,19,22,21,15,26,12,25,23,34,26
61,18,6,51,14,15,7,25,39,40,25,46,44,45,19,13,19,35,47,32,20,38,31,22,38,22,36,51,12,16,35,34,37,26,39,25,13,22,24,38,23,36,34,34,47,13,25,49,36,6,46,23,40,36,19,42,10,23,45,41,43,32,0,22,24,36,37,33,43,24,25,16,34,43,28,44,35,41,34,39,38,55,57,21,0,38,15,24,51,27,22,38,29,31,22,41,31,39,21,37,29,41,28,42,14,30,22,40,51,40,53,5,57,46,41,45,16,48,38,33,43,38,41,19,37,35,46,28,25,31,24,28,36,34,40,42,22,23,22,37,50,45,26,34,35,51,43,41,48,35,21,47,40,40,39,5,21,55,41,38,36,33,30,45,47,31,24,19,32,31,34,30,45,55,50,36,11,42,22,55,41,39,36,17,22,50,31,44,34,36,41,29,49,29,36,16,24,27,24,19,26,31,60,30,28,39,23,22,35,28,29,54,22,34,29,47,29,52,43,14,21,17,15,45,28,51,55,26,13,44,40,39,20,43,19,23,22,27,36,38,39,56,43,36,29,41,56,27,26,10,19,32,41,46,27,30,27,40,45,8,4,32,36,30,34,51,31,25,37,45,29,22,32,27,36,33,39,0,37,1,31,33,47,46,49,28,23,27,23,31,17,39,38,35,31
62,18,6,22,19,10,12,19,24,24,16,20,19,23,22,15,10,29,22,25,36,20,21,16,17,17,24,23,9,6,15,24,24,14,28,22,20,26,26,27,26,30,17,22,18,5,27,22,29,2,21,22,30,18,29,24,12,20,27,21,20,35,22,0,13,27,24,18,23,23,28,15,22,24,22,26,26,20,27,16,20,21,25,23,0,18,26,27,22,23,16,21,18,23,28,28,29,24,14,21,15,28,14,19,19,14,26,27,26,20,20,7,25,24,25,22,11,27,21,15,22,30,31,11,22,31,21,31,12,25,24,14,21,30,26,21,29,13,14,23,26,27,30,22,18,22,19,21,28,32,16,24,20,24,23,4,20,30,23,19,20,20,15,29,27,24,24,27,17,20,20,20,23,22,29,24,16,37,20,26,17,16,22,18,25,23,23,23,16,29,20,16,21,26,18,19,23,18,29,30,18,27,26,14,16,20,18,22,20,15,21,22,18,16,22,26,28,24,18,23,14,28,16,28,26,26,25,26,20,25,26,26,14,25,27,17,18,19,30,27,18,26,21,16,13,20,25,22,23,4,30,23,18,23,17,22,16,17,15,4,3,21,25,22,24,25,25,26,24,26,26,30,24,28,28,21,25,0,24,1,34,31,29,21,22,18,21,15,21,18,9,23,20,27,32
63,19,3,28,16,8,10,20,23,24,13,23,18,22,22,17,15,52,20,24,25,17,23,19,20,15,28,25,3,10,20,23,21,16,33,21,18,18,18,28,17,26,22,21,20,9,16,21,28,3,22,17,28,19,23,26,7,18,26,22,20,23,24,13,0,19,23,15,19,19,24,15,18,28,52,29,23,31,32,22,19,26,25,24,0,14,20,23,24,21,16,23,14,22,28,29,26,22,17,19,19,23,17,17,16,21,19,25,26,21,20,6,26,17,19,23,14,26,25,18,22,25,26,9,24,33,21,27,11,18,32,16,21,18,25,18,23,16,14,16,28,18,29,21,26,21,20,21,31,27,15,25,22,27,19,2,18,26,21,18,23,21,29,20,23,25,16,21,13,19,12,20,27,21,31,20,14,30,17,25,17,22,23,15,20,23,21,23,20,21,20,23,30,23,18,20,22,19,22,20,19,21,21,16,17,21,15,22,20,14,13,24,14,13,14,28,20,27,22,21,15,20,15,27,18,25,26,30,25,19,27,17,9,22,22,15,15,15,22,22,21,22,26,19,9,21,23,18,21,10,18,20,21,25,20,21,21,16,21,9,0,22,18,18,20,27,21,17,25,20,20,27,20,29,23,21,22,0,22,1,25,27,21,19,24,15,17,16,22,11,11,21,22,23,28
64,21,6,48,15,12,6,19,32,39,18,45,41,42,27,9,14,32,45,27,14,38,26,20,42,29,35,48,12,13,30,31,36,31,39,27,11,23,24,27,24,33,27,34,43,8,32,49,34,4,37,21,43,36,15,38,9,21,48,32,38,30,36,27,19,0,34,31,39,18,22,19,32,33,22,41,34,40,26,30,37,47,55,18,0,29,14,19,46,29,17,39,24,27,27,32,28,43,18,37,32,35,28,35,16,30,22,37,48,35,50,4,56,43,38,45,13,43,36,27,36,35,30,24,37,30,43,34,15,27,21,20,37,33,48,39,18,16,23,27,43,32,30,41,30,47,37,41,33,30,18,43,42,38,41,4,15,46,44,38,29,29,24,42,48,23,27,15,31,24,34,31,39,49,44,29,14,45,24,49,32,35,35,11,24,42,31,38,28,39,37,21,48,29,35,11,16,31,19,14,25,35,48,23,29,36,18,24,27,25,43,50,26,35,34,40,26,46,41,14,17,19,20,48,19,53,54,25,13,40,36,33,25,37,16,19,17,27,25,27,33,47,52,32,31,45,52,20,20,6,20,29,41,45,16,31,26,40,42,6,5,35,35,27,34,47,33,26,39,44,24,24,29,22,35,27,33,0,27,1,25,31,40,44,49,28,32,28,22,33,20,42,35,37,17
65,13,6,48,13,16,7,27,37,33,19,35,38,36,24,18,23,35,43,29,30,28,28,14,34,29,33,44,10,20,32,35,48,32,37,32,20,21,27,43,21,45,29,32,38,7,29,42,39,10,38,19,44,50,22,43,12,19,43,30,35,29,37,24,23,34,0,28,39,27,28,15,27,49,25,39,61,44,38,35,33,46,52,23,0,32,26,27,47,29,18,45,24,33,29,44,31,35,23,34,32,35,18,38,18,26,23,41,42,34,42,7,52,40,34,42,17,38,39,33,37,38,41,24,36,39,41,34,25,28,21,22,62,38,40,40,28,27,27,33,41,42,30,28,33,43,35,31,37,37,20,44,39,39,35,3,26,45,31,36,35,35,34,37,48,33,28,18,30,20,33,22,38,45,39,33,17,34,25,45,36,29,37,16,23,47,28,39,38,38,38,30,46,39,32,20,20,29,25,24,31,32,40,22,48,40,14,28,31,28,22,48,22,28,34,43,33,42,38,16,21,24,24,39,25,41,52,23,23,32,35,36,24,36,24,23,24,31,25,40,40,45,40,36,20,37,47,22,28,9,19,53,39,40,26,36,21,40,37,5,3,39,33,29,34,46,33,26,38,33,27,29,27,27,29,22,32,0,31,2,27,35,43,38,44,25,32,18,24,31,16,34,31,35,37
66,12,6,45,12,13,4,17,37,32,19,38,41,38,17,11,15,24,41,27,13,30,27,20,30,21,26,47,12,21,30,30,28,23,29,26,6,19,25,28,19,36,31,29,39,8,20,44,32,7,32,19,32,32,8,37,7,23,28,34,37,21,33,18,15,31,28,0,40,14,26,9,24,34,19,38,29,35,21,28,36,40,49,12,0,32,11,17,43,23,14,37,19,26,19,28,14,35,23,32,31,34,19,42,13,23,16,39,35,33,43,3,48,41,35,35,11,38,36,32,34,30,31,23,31,27,42,24,26,23,17,17,31,37,41,31,11,19,18,34,38,37,26,23,20,46,34,35,24,27,14,36,39,32,33,4,11,37,29,32,32,32,23,31,42,17,18,9,29,25,29,25,36,49,42,30,11,40,25,42,38,27,29,9,19,42,30,37,27,31,30,22,45,26,32,12,11,27,11,7,29,30,35,19,25,36,18,17,33,26,19,45,18,26,31,37,25,42,40,12,20,10,18,37,15,47,47,17,6,37,33,32,21,36,15,22,15,29,17,26,31,41,44,35,22,32,48,18,17,8,10,30,36,43,19,29,23,34,38,12,3,34,26,21,30,45,28,19,30,40,20,20,22,15,26,19,24,0,25,1,21,24,41,35,42,25,30,23,19,27,20,30,29,29,12
67,21,7,52,23,12,6,26,50,49,20,52,48,52,31,29,28,34,53,37,27,44,38,23,45,26,36,59,17,20,52,38,43,35,44,35,20,23,29,49,37,40,39,38,51,10,29,54,45,6,42,30,45,35,24,46,10,25,45,42,49,33,43,23,19,39,39,40,0,29,38,17,35,42,23,47,33,47,40,34,46,58,66,21,0,38,16,25,56,31,21,45,37,44,34,48,33,51,28,46,34,41,24,46,21,39,30,45,51,48,61,9,66,53,55,48,13,45,41,45,48,47,50,27,41,41,54,36,30,30,28,20,40,49,52,47,19,19,34,36,49,51,36,43,35,54,53,48,42,39,22,49,53,47,51,4,25,48,50,44,41,38,35,43,55,33,33,24,44,31,38,35,49,63,56,37,16,42,35,56,44,41,39,14,30,52,41,46,39,40,47,33,59,37,49,21,20,34,26,20,31,40,54,37,28,50,22,27,40,33,28,56,32,37,35,50,40,53,53,19,30,19,21,47,25,60,62,31,25,43,48,41,24,51,25,23,23,30,37,46,45,54,53,37,32,45,62,38,29,12,26,34,46,56,30,42,30,49,50,11,3,43,39,38,40,56,41,30,47,50,30,28,29,28,39,33,37,0,35,3,29,36,49,43,58,36,40,32,27,38,21,41,40,34,30
68,27,5,21,16,13,9,22,27,21,14,21,17,16,29,13,24,32,26,21,42,23,26,15,15,11,23,20,3,7,20,26,31,21,29,29,28,24,15,43,26,28,18,23,22,6,22,20,46,4,19,18,20,19,38,22,11,17,25,24,22,22,24,23,19,18,27,14,29,0,27,19,22,27,27,25,26,25,32,22,22,22,23,30,0,19,29,29,21,17,27,20,21,35,31,45,44,27,16,26,16,23,13,20,23,22,37,21,29,28,20,11,23,15,18,24,19,21,27,19,20,32,45,13,25,37,18,34,16,21,23,14,29,24,25,27,33,17,27,16,26,27,30,18,26,19,27,20,33,32,23,23,18,23,16,4,29,30,26,18,21,24,22,18,26,44,18,30,17,17,19,14,28,22,27,23,22,21,22,23,17,28,24,25,31,19,26,23,27,18,14,23,21,25,19,28,30,18,42,38,17,27,21,18,22,20,19,27,24,24,16,17,21,14,25,33,36,20,18,26,17,37,15,22,36,17,21,26,32,14,33,27,13,29,35,16,16,19,37,43,17,24,20,11,14,17,20,35,33,12,36,25,24,19,30,26,18,21,18,5,2,26,22,27,19,20,24,22,33,13,33,35,19,40,19,25,22,0,29,2,19,29,27,18,24,12,22,14,35,17,9,21,27,26,38
69,19,7,31,16,11,7,27,33,32,16,29,24,33,20,18,15,34,26,27,31,27,26,22,26,15,35,31,9,13,26,31,29,21,34,29,23,23,24,34,30,38,24,21,32,6,23,28,32,4,23,22,31,23,30,26,11,25,29,26,29,24,25,28,24,22,28,26,38,27,0,17,21,37,28,31,32,26,29,27,27,31,35,22,0,19,26,25,35,19,21,31,15,31,32,33,26,34,17,27,22,31,12,25,22,21,28,37,33,30,25,11,33,24,26,30,14,22,28,23,30,35,38,14,32,39,30,26,20,26,24,15,29,35,35,29,30,24,14,24,36,31,34,22,24,25,27,35,30,31,20,32,24,34,26,7,17,35,25,24,31,23,22,25,31,23,30,23,22,21,21,23,31,33,39,28,19,31,28,24,26,25,34,21,22,31,29,25,29,26,24,24,35,33,26,23,26,20,30,27,23,28,26,21,26,29,16,25,28,22,14,31,20,16,25,33,33,35,28,23,21,28,19,26,24,30,31,28,32,23,30,36,14,38,31,21,16,12,27,24,23,25,29,23,12,23,33,34,22,10,23,27,31,32,24,34,18,23,30,9,1,26,31,24,29,34,29,22,34,31,22,28,24,33,25,23,24,0,28,3,33,29,34,18,36,20,22,19,21,18,14,26,31,28,28
70,21,4,21,19,8,14,25,17,18,14,23,12,19,23,14,14,21,13,13,21,18,17,8,16,9,20,12,2,13,20,21,19,18,22,19,17,17,12,28,20,19,17,21,20,6,22,18,23,3,16,18,19,15,22,17,8,15,17,18,21,15,16,15,15,19,15,9,17,19,17,0,20,19,17,20,21,21,23,11,21,18,17,26,0,15,20,17,17,20,20,13,15,18,19,27,26,17,9,19,23,16,17,14,17,20,21,15,21,13,14,6,16,14,17,16,10,14,19,15,17,19,27,11,18,20,16,28,11,25,20,18,21,18,21,16,26,19,14,11,22,16,18,23,19,16,21,20,30,22,14,19,12,19,15,4,15,22,22,17,16,14,20,19,22,20,15,23,19,13,19,18,18,17,21,21,14,20,13,21,15,25,20,18,25,15,17,15,16,14,12,16,16,15,22,15,20,15,25,23,12,20,18,20,15,14,9,19,21,13,15,18,17,10,17,20,19,14,20,20,12,25,11,23,23,15,15,22,21,20,16,16,10,20,21,10,14,15,22,14,13,21,18,12,9,14,18,19,24,5,23,15,20,16,16,13,13,15,15,4,3,19,22,17,20,18,19,16,19,13,24,17,20,27,18,20,16,0,19,3,14,12,18,14,16,17,17,10,17,10,13,14,16,21,26
71,17,6,41,17,13,5,20,34,32,18,34,35,35,24,19,23,31,33,23,29,44,31,12,31,23,35,34,5,15,34,33,31,25,31,28,17,29,21,34,26,28,25,33,36,8,21,36,33,3,30,27,36,27,21,33,11,18,27,35,37,28,34,22,18,32,27,24,35,22,21,20,0,26,26,36,26,29,30,30,36,37,40,36,0,29,24,28,37,30,20,28,24,31,20,36,31,49,18,36,29,39,17,33,21,33,33,40,51,48,36,3,37,33,28,39,12,33,31,28,27,36,36,12,32,34,35,34,19,20,32,23,27,26,35,30,34,22,23,25,33,36,29,40,24,33,37,36,33,30,16,30,30,31,30,5,28,40,62,28,26,26,30,34,38,33,17,21,32,32,28,29,38,38,38,30,15,34,22,39,33,34,31,19,38,31,37,33,28,33,31,27,37,27,37,22,17,28,31,26,27,32,33,24,21,33,21,14,28,24,28,41,19,26,19,38,25,33,29,14,20,28,13,30,36,34,35,31,13,34,40,33,16,39,34,20,19,19,43,28,31,37,38,27,24,30,36,26,29,6,31,22,41,32,23,33,24,31,39,7,2,33,48,32,33,39,32,20,33,31,49,29,26,27,35,24,31,0,26,1,25,27,34,33,41,27,29,20,29,25,18,22,32,33,32
72,24,7,56,14,16,9,37,44,41,21,45,39,45,28,20,27,44,46,39,36,30,25,21,38,30,42,49,14,20,37,40,50,37,46,41,27,22,32,46,33,72,34,32,45,11,33,47,48,10,35,24,40,43,30,49,16,26,44,38,35,29,43,24,28,33,49,34,42,27,37,19,26,0,36,43,47,44,36,44,33,52,56,26,0,33,30,27,49,34,26,51,27,40,33,48,34,36,25,39,35,35,24,41,22,30,18,46,42,36,48,10,53,45,41,48,16,45,43,32,43,42,51,33,44,43,44,38,25,33,29,21,46,47,48,41,32,32,29,41,48,49,36,32,35,50,38,40,45,40,25,47,39,40,39,6,37,52,34,42,41,39,32,44,52,29,29,22,33,31,30,26,41,50,49,42,20,39,32,48,41,37,46,21,29,49,29,47,43,38,43,24,50,42,35,21,19,32,29,25,34,32,49,30,37,41,17,34,34,34,25,48,33,30,46,43,40,49,38,22,20,30,24,42,27,51,51,28,29,35,40,39,24,40,30,25,26,30,31,33,37,48,48,43,23,41,53,34,32,12,27,43,47,48,31,37,26,41,41,8,2,43,36,31,33,51,33,32,37,46,26,31,30,38,30,25,31,0,33,0,34,36,52,39,54,35,33,29,26,35,21,39,39,34,37
73,27,3,32,21,10,8,30,32,27,15,31,23,26,30,16,20,73,24,30,38,21,30,19,24,20,36,30,5,9,25,26,30,20,40,29,23,25,20,36,25,36,23,21,26,7,24,28,38,2,25,22,36,19,34,36,13,25,32,26,26,28,28,22,52,22,25,19,23,27,28,17,26,36,0,36,26,36,48,29,25,32,31,36,0,18,30,32,35,29,22,25,19,27,38,39,37,27,17,22,22,30,16,23,23,27,30,32,31,33,24,8,33,22,24,29,16,29,30,21,22,33,36,10,30,42,27,41,17,22,41,18,24,27,37,25,32,21,23,20,34,28,42,27,31,25,27,24,41,38,23,29,26,26,24,2,28,36,26,23,28,25,34,27,29,35,23,29,19,27,13,25,35,27,36,23,17,35,21,32,22,30,28,21,31,29,29,30,25,30,22,29,39,29,24,31,31,20,34,31,26,27,28,16,18,24,21,30,25,23,17,31,20,17,21,36,29,32,28,27,20,33,21,34,27,30,31,41,27,24,36,24,10,29,31,23,20,21,26,32,23,31,32,22,14,26,30,24,27,11,31,25,26,32,29,30,24,20,21,10,0,30,23,24,22,36,30,28,30,25,28,41,31,41,27,25,28,0,31,1,31,40,28,23,28,20,24,21,28,16,12,31,23,31,41
74,28,8,63,25,18,8,24,40,50,25,51,47,48,33,16,26,42,55,35,34,45,37,23,41,24,43,54,10,16,40,39,40,30,52,38,17,31,31,39,19,37,41,40,47,10,31,49,40,9,45,24,46,36,24,46,17,35,50,42,48,34,44,26,29,41,39,38,47,25,31,20,36,43,36,0,36,50,43,40,44,52,62,29,0,33,23,30,55,35,21,44,32,42,32,44,29,53,21,31,38,46,27,39,20,40,27,46,51,46,54,7,62,55,45,44,16,37,46,32,49,47,44,16,42,44,55,45,30,33,32,28,40,44,58,40,29,20,27,40,60,46,35,42,35,50,49,45,48,47,19,51,51,39,45,6,24,63,49,36,37,32,39,44,61,32,25,21,37,45,36,30,49,57,51,30,19,58,30,63,44,46,36,17,34,57,44,45,35,44,47,37,54,37,44,23,30,33,26,22,38,41,52,29,27,46,27,32,42,33,30,63,27,31,30,46,29,56,47,24,26,28,29,46,28,59,59,30,21,46,53,43,18,50,27,28,23,35,42,34,47,52,52,36,27,44,63,33,23,8,29,34,37,53,27,33,31,45,44,14,2,47,41,36,41,57,37,40,54,52,28,35,38,30,45,31,37,0,31,2,37,38,50,44,49,41,34,36,26,34,19,46,39,37,29
75,21,9,48,13,16,9,27,40,37,20,39,38,40,20,15,29,38,44,31,32,30,26,17,33,26,32,46,11,19,32,39,50,34,39,39,20,23,26,41,27,47,33,38,40,9,33,43,41,8,37,23,43,55,25,49,16,21,40,32,41,28,35,26,23,34,61,29,33,26,32,21,26,47,26,36,0,42,37,36,39,44,49,23,0,29,29,28,44,31,18,44,25,33,29,43,29,34,21,39,31,39,21,35,19,34,24,43,38,38,40,7,50,37,33,40,16,40,38,32,42,36,44,25,42,36,40,35,23,33,25,24,69,40,40,36,35,28,27,30,41,43,32,28,33,42,40,31,39,31,21,35,39,35,35,6,30,41,30,35,40,34,35,36,46,28,28,19,33,19,37,29,42,44,42,32,16,31,26,43,36,40,46,19,24,45,34,36,38,35,38,27,47,33,37,23,20,33,26,26,34,30,38,25,58,41,14,30,33,34,20,44,20,26,36,41,39,41,35,17,22,28,24,41,22,42,50,29,27,31,34,39,22,39,23,22,28,31,23,39,36,43,41,39,19,38,45,28,29,7,26,65,41,39,24,34,22,38,39,9,3,38,36,28,33,43,35,23,41,34,26,33,26,33,30,20,24,0,33,1,32,35,37,36,42,27,33,19,28,27,16,33,33,45,39
76,26,7,55,23,18,7,28,44,45,23,50,46,48,29,19,26,47,52,39,28,33,28,28,43,30,38,53,8,20,38,39,43,38,49,39,17,18,31,44,25,43,44,36,49,10,31,48,42,10,47,30,45,42,25,49,11,27,42,39,46,35,41,20,31,40,44,35,47,25,26,21,29,44,36,50,42,0,37,45,44,55,62,17,0,36,19,27,49,41,21,49,32,35,34,50,36,43,27,43,33,36,28,44,19,38,21,45,46,38,52,6,64,49,50,45,19,47,45,40,48,46,46,27,45,48,47,43,28,36,26,28,45,44,52,49,18,23,30,35,56,43,30,37,47,57,43,42,42,36,25,58,46,40,42,3,24,55,35,41,41,41,40,45,63,34,24,25,36,40,39,31,46,56,53,37,18,46,25,56,40,40,44,14,30,58,32,48,39,36,44,34,52,32,40,26,23,34,28,18,31,36,51,31,36,41,22,28,46,31,28,52,28,38,35,51,32,57,48,18,28,25,18,57,18,58,61,32,24,41,44,37,23,41,22,23,27,39,27,47,39,61,50,40,30,41,62,33,32,14,22,41,46,52,30,34,34,49,44,8,3,44,35,35,40,53,34,31,41,48,23,32,29,25,37,30,35,0,34,1,33,41,48,48,57,34,32,28,27,38,18,46,32,41,33
77,36,7,38,26,10,6,38,43,33,20,41,34,37,37,19,26,58,35,35,56,27,39,20,31,20,43,44,7,10,36,35,43,31,43,39,25,27,20,43,33,34,24,35,38,8,29,36,43,6,29,35,41,30,48,39,18,33,38,33,33,27,34,27,32,26,38,21,40,32,29,23,30,36,48,43,37,37,0,36,34,46,41,45,0,26,38,38,44,35,25,34,34,40,42,44,44,35,25,32,32,37,16,30,29,33,37,41,41,35,37,8,46,34,35,34,16,36,32,30,29,44,48,18,36,43,34,52,22,27,46,20,33,48,41,34,39,27,25,28,38,40,61,33,34,35,37,26,42,41,32,33,40,31,25,5,35,40,36,30,37,30,39,33,41,41,37,39,30,40,21,28,35,39,37,33,18,33,29,42,30,37,36,27,39,36,33,41,32,33,29,35,50,29,34,36,43,32,43,40,31,37,39,23,25,35,23,37,26,29,20,41,30,21,29,40,38,37,32,32,30,34,25,35,37,42,43,45,33,34,43,24,15,33,41,33,31,26,35,46,40,45,37,27,16,31,43,38,32,13,45,36,32,43,37,35,25,24,32,7,2,37,35,36,36,44,39,34,43,33,34,58,35,61,30,34,39,0,40,4,29,59,38,31,37,30,30,27,35,26,13,35,33,29,50
78,26,9,57,13,15,7,24,39,38,15,38,40,38,29,13,26,37,44,32,26,27,21,25,36,21,33,48,11,17,32,35,37,30,44,33,22,20,22,32,29,39,36,26,39,9,26,41,32,9,32,16,34,36,21,47,11,25,40,34,35,25,39,16,22,30,35,28,34,22,27,11,30,44,29,40,36,45,36,0,32,50,49,27,0,33,31,24,41,27,23,57,23,42,27,35,38,35,20,35,31,37,20,38,20,28,21,42,42,42,45,7,51,39,39,46,13,34,42,34,37,37,35,23,33,44,41,33,23,24,23,19,38,44,42,47,22,23,22,31,48,38,27,30,35,44,36,36,46,43,26,45,41,32,33,7,24,47,31,33,38,31,27,39,48,25,18,19,30,29,28,26,40,49,44,34,12,35,31,45,39,34,36,23,23,50,29,39,42,32,37,31,47,36,35,25,21,22,30,22,40,29,44,23,29,36,16,30,31,31,23,49,22,35,28,33,33,46,38,17,22,22,24,37,27,48,49,21,19,37,35,32,19,39,22,22,23,23,27,34,42,48,41,38,29,34,48,29,21,12,29,34,42,42,27,37,26,42,41,11,3,42,29,39,35,45,28,30,33,38,23,23,29,25,25,16,30,0,44,1,26,32,46,45,50,30,28,29,22,26,19,34,34,30,30
79,21,7,52,18,11,4,24,49,43,23,52,48,52,22,16,26,35,46,31,26,37,35,24,45,24,33,47,11,21,51,46,42,36,39,34,17,19,25,36,24,33,39,38,57,10,24,52,36,6,38,25,40,37,17,44,12,23,39,36,75,25,38,20,19,37,33,36,46,22,27,21,36,33,25,44,39,44,34,32,0,53,57,31,0,35,17,22,61,36,18,41,32,36,27,40,26,43,25,51,39,46,23,43,27,47,26,47,48,41,51,5,55,47,41,38,11,39,45,42,39,43,40,23,39,41,47,34,29,31,29,29,42,44,48,42,22,27,31,33,48,45,29,43,31,50,56,41,41,30,28,40,39,47,42,4,25,44,46,35,36,37,34,38,51,26,29,17,52,27,43,33,49,57,52,30,15,43,25,49,41,48,35,13,23,47,39,41,34,38,43,31,57,33,59,26,18,35,22,18,32,35,45,26,30,52,20,21,39,36,28,54,21,35,34,46,31,46,47,14,28,19,18,45,25,55,52,34,17,35,38,47,22,59,24,20,22,34,33,37,39,48,50,41,30,47,57,29,23,7,23,36,44,49,24,35,26,44,46,12,2,43,34,40,37,46,32,27,43,46,29,29,28,27,37,27,28,0,35,2,28,33,42,40,47,47,34,25,28,36,19,38,40,40,30
